text,date
blacklivesmatt,nutshel,philandocastil,2016-07-10 05:29
believ,freedom,altonsterl,philandocastil,blacklivesmatt,2016-07-10 05:29
matter,note,overlook,chang,blacklivesmatt,2016-07-10 05:28
retweet,blacklivesmatt,complain,protest,inconveni,2016-07-10 05:27
call,blacklivesmatt,hate,group,loss,love,caus,damag,scapegoat,2016-07-10 05:27
couldnt,everyon,watch,httpsamptwimgcomveebfddadedf,2016-07-10 05:27
lot,march,citi,hall,blacklivesmatt,2016-07-10 05:26
stand,cop,husband,son,httpbitlyoszx,blacklivesmatt,2016-07-10 05:26
mind,blacklivesmatt,devalu,race,race,undervalu,2016-07-10 05:25
peac,step,lincoln,memori,dc,blacklivesmatt,philandocastil,2016-07-10 05:24
respons,work,blm,specif,messag,2016-07-10 05:24
supportlawenforc,alllivesmatt,browardsheriff,miamidadepd,2016-07-10 05:24
downtown,jersey,blacklivesmatt,2016-07-10 05:22
balconi,blacklivesmatt,protest,walk,biscayn,miami,2016-07-10 05:22
commun,bc,cop,shot,crimin,blacklivesmatt,2016-07-10 05:18
life,matter,life,matter,life,matter,life,matter,baltimor,2016-07-10 05:18
blacklivesmatt,2016-07-10 05:17
fuck,blacklivesmatt,2016-07-10 05:17
blacklivesmatt,2016-07-10 05:14
obama,version,brownshirt,2016-07-10 05:14
jersey,blacklivesmatt,2016-07-10 05:14
watch,blacklivesmatt,activist,dalla,protest,shoot,httpbitlyulmpa,2016-07-10 05:12
gather,brooklyn,bridg,blacklivesmatt,protest,silent,protest,atm,2016-07-10 05:11
street,harlemun,2016-07-10 05:09
blm,ralli,arbor,mi,blacklivesmatt,altonsterl,philandocastil,2016-07-10 05:06
blacklivesmatt,protest,indiana,state,capitol,build,indiana,juli,2016-07-10 05:05
blacklivesmatt,2016-07-10 05:05
stop,traffic,miami,rn,blacklivesmattermia,blacklivesmatt,2016-07-10 05:04
blacklivesmatt,bluelivesmatt,whitelivesmatt,minoritylivesmatt,point,alllivesmatt,prayforamerica,2016-07-10 05:03
washington,dc,march,blacklivesmatt,2016-07-10 05:03
calm,son,blacklivesmatt,march,ralli,httpfbmewyxpvt,2016-07-10 05:03
moment,winston,salem,ralli,blacklivesmatt,2016-07-10 05:03
enoughisenough,blacklivesmatt,2016-07-10 05:02
march,baton,roug,downtown,brotherjess,blacklivesmatt,2016-07-10 05:02
add,convers,blacklivesmatt,2016-07-10 05:00
sit,sit,solidar,goodtroubl,nonviolenceftw,blacklivesmatt,2016-07-10 05:00
blacklivesmatt,2016-07-10 05:00
minnesotalynx,player,warmup,shirt,support,game,vs,dalla,2016-07-10 04:59
periscop,blacklivesmatt,miami,protest,httpswwwpscptvwalauzqxndqxndjmwrsspwruxpcwflqsxtkspywjvnxwszhbgtvlwfsnqwkyajsfw,2016-07-10 04:59
ripalvabraziel,mistak,soda,breath,blacklivesmatt,2016-07-10 04:57
protest,block,sf,intersect,bay,bridg,onramp,blacklivesmatt,httpwwwktvucomnewsstori,2016-07-10 04:53
arrest,peac,blacklivesmatt,ralli,ny,httpbitlykwhuf,2016-07-10 04:52
indianapoli,blacklivesmatt,2016-07-10 04:51
peopl,support,blacklivesmatt,httpwapostxvn,2016-07-10 04:51
support,vehicl,block,protest,dt,mpl,philandocastil,blacklivesmatt,2016-07-10 04:49
peopl,support,blacklivesmatt,let,poc,2016-07-10 04:49
